content,score,leia_score,leia_incoerente,sentiment
HORRÍVEL. GOLPISTA. Pior aplicativo de compras que existe. Rouba demais nos valores. Mesmo tendo 120 reais de crédito no app eles dão um jeito de fazer você pagar. Produtos de péssima qualidade. Só estou comprando porque não devolvem dinheiro. Estou gastando o crédito. Depois que receber vou apagar conta e apagar o aplicativo. NÃO VALE A PENA! NÃO INSTALEM ESSE APP NO SEU CELULAR.,1,-0.9306,False,0
"Não gostei , porquê o mínimo de compra é 100 reais e eu queria comprar só uma coisa pra fazer o teste mais não vai porque só dar se for a partir de 100 reais de itens, mesmo, não resisti e baixei novamente e fiz a minha primeira compra e ganhei três coisas de brinde , em si o app é mais ou menos, mais tem que melhorar na avaliação lá dos produtos porque não aparece foto só aparece o texto , tem que melhorar nesse quesito aí . Em questão das avaliações.",2,-0.25,False,1
"TEMU ofereço presente para quem instalar aplicativo. Mentira! Você tem que pagar as taxas e o frete que já está incluído o valor do item. (A mochila do vídeo não existe na lista. É só quinquilharia!). TEMU oferece R$ 1.000,00 se você fizer a compra em alguns minutos. Mentira! O valor é distribuído em cupons de desconto (vários cupons para várias compras), com valores de compra que, EVIDENTEMENTE, vão compensar o cupom de desconto concedido por eles. Querem vender, mas já mostram o mal caráter!",1,-0.6776,False,0
"Propaganda enganosa. Os preços aparecem bem baixos, quando vai fazer a compra o valor sobe muito (quase dobra). Sem falar nos jogos para ganhar produtos que são intermináveis, sempre vai re enrolando para ficar mais tempo conectado. Um conselho vão para a Shopee que é muito melhor. É uma pena que não pode dar zero estrela. Desinstalando aplicativo agora. FUI !!!",1,-0.5229,False,0
"Simplesmente HORRÍVEL! Baixei o aplicativo na esperança de ter o melhor custo benefício de compras, e por ver as pessoas falando muito bem nas redes sociais, apresentando os minigames, no começo estava motivada a concluir os minigames para receber os prêmios grátis, vi muitas pessoas falando q era fácil mas agora discordo totalmente, a medida q vc avança nos jogos, vai ficando cada vez mais impossível de terminá-los, dobrando a conclusão do jogo e quebrando os resultados. Odiei esse aplicativo.",1,-0.2866,False,0
"As mídias de prêmios nas plataformas são pura enganação, vc começa a jogar, no começo vc rapidinho conquista vários bônus mas nada que possa usar, depois de 90% da meta as conquistas passam a ser por conta a gota, conclusão é que não termina nunca, vc tem que ficar fazendo várias tarefas para conquistar comida, é ridículo. Fora as notificação e perturbação para novas compras, fiz uma compra para testar mas foi a primeira e única vez.",1,-0.8834,False,0
"Eu instalei com o interesse nos produtos gratuitos porém é mentira!!! Você não ganha nada, vc só paga de besta, eu estava em 99,99% para conseguir o produto gratuito, porém quando eu conclui mais uma colheita o número caiu em vez de completar os 100% ele voltou para 99,95%!!!! Isso foi horrível, não recomendo para ninguém, e possui pouca variedade de produtos!! Simplesmente horrível!!!",1,-0.8257,False,0
"Prometem 2 produtos de presentes, só que tem que ""alimentar"" peixes em um jogo muito chato do sistema (é uma perda de tempo sem fim). Estou há mais de 20 dias alimentando os peixes e cada vez está mais difícil... PURA MENTIRA! Além desse grande engano com clientes novos, os preços são mais caros do que o AliExpress e o Shopee. Não compensa, vou desinstalar.",1,-0.3164,False,0
"app ridículo e podre rosto vomitando NÃO COMPREM NADA AQUI e não percam o tempo de vcs!!! no começo é tudo maravilhoso, você consegue completar as fases rápido pra obter os itens grátis, depois é muito difícil. até entendo que por ser de graça pode demorar mesmo, mas nesse caso o jogo parece infinito. e o pior é que eles prometem cupons 100% off e quando você escolhe o pedido, tem que comprar algo pra conseguir, se é 100% off então qual o sentido de pagar? comprem na SHEIN! temu promete tudo e entrega NADA.",1,-0.5697,False,0
"Dando uma estrela pois não tem como dá zero. Sinceramente não entendi a necessidade de apelar com 2 itens grátis se do que é mentira. Aparentemente, o app é tranquilo em relação a compra. Então para que uma propaganda enganosa? Eu baixaria tranquilamente só pra comprar, já que estou tendo problema com a entrega de outros apps. Ao menos o Aliexpress continua maravilhoso! Não baixem! Continuem com Shopee e Aliexpress. Até a Wish era melhor com a propaganda dos itens de graça.",1,-0.6842,False,0
"Instalei o aplicativo por conta da promoção dos itens gratuitos, mas é uma grande mentira, nunca chega no 100%, o jogo vai ficando cada vez mais difícil conforme vc vai avançando. Outra coisa que me incomodou bastante, TEM PREÇO MÍNIMO DE COMPRA! Não dá pra comprar um item de 5 reais porque o preço mínimo de compra é 100 reais! Péssima experiência com o aplicativo, não instalem.",1,-0.4184,False,0
"Já começou errado. Na propaganda diz que usuário novo ganhará itens ""gratuitos"", daí vc escolhe os itens, cadastra seus dados e quando vai prosseguir pra finalizar, o ""botão"" de confirmação nem sequer funciona. Não quer dar nada gratuito é compreensível, mas não necessita usar propaganda enganosa. A primeira impressão é a que fica, péssimo app",1,-0.9091,False,0
"Esse aplicativo é incrível, incrivelmente horrível! Eu estava jogando para conseguir produtos grátis, foi quando eu pensei que eles iam entregar porque estavam pedindo várias informações que são importantes para isso, mas logo depois eu só faltava chegar a última meta, foi quando ficou extremamente lento e a água acabou. E acontece que eu também tinha passado até meu CPF, confiando nisso. Simplesmente inaceitável!",1,-0.7926,False,0
"Aplicativo ruim que passa uma falsa esperança no cliente com os jogos de ganhar ""itens grátis"", que de grátis não tem nada né, visto que você paga com seu tempo, já que o jogo parece infinito e demora meses para conseguir os itens grátis, pois vai ficando cada vez mais difícil com a matemática deles horrível de porcentagem kkkk. Outra coisa que notei foram os preços altíssimos em alguns itens, totalmente fora se sentido. Não aconselho a comprar neste aplicativo. A compra mínima deve ser de 100",1,-0.7269,False,0
"Instalei devido a promoção da roleta que dizia dar 100% de desconto na primeira compra entre produtos selecionados ao baixar o APP. Escolhi e depois quando fui finalizar a compra descobri que não funcionava. Eles deixam desabilitado o botão de finalizar a compra. Ou seja, é uma propaganda enganosa. Até iria testar comprar outros produtos, mas desisti. Não achei o APP confiável.",1,0.0387,False,0
"Aplicativo horrível! Utilizei ele principalmente pela oferta de 2 produtos gratuitos, porém esses produtos eles ficam cada vez mais impossível de consegui-los, estou em uma parte em que cada vez que rego 1 planta, a % aumenta apenas 00,02% tornando assim IMPOSSÍVEL, conquistar os prêmios, compartilhei para diversas pessoas para conseguir pontos e tentar conquistar, ainda assim foi tudo em vão, então NÃO BAIXEM O App, as coisas são caras, propostas ridículas, e minigames mentirosos!! rosto furioso",1,-0.9151,False,0
"Opinião sincera. O aplicativo em si tem uns produtos muito bons, e bastante bonitos! Principalmente na moda gringa. Porém. O tão famoso jogo que promete itens grátis, estou a um mês e não saiu do 99,9%.. e cada dia que passa fica mais difícil de continuar, na minha visão seria, para que colocar itens grátis ""presentes"" se não iriam dar? Isso é propaganda enganosa, e é crime! Péssimo aplicativo, se gostam de coisas estrangeiras utilizem a shein polegar para cima pele clara mesmo que tenha fretes.",2,-0.8619,False,1
"A Farmland e o negócio mais ridículo e injusto que já vi num aplicativo, é igual um cassino onde a casa sempre vence. No começo é as mil maravilhas, você consegue ""dólares"" fácil com as plantações mas chega no final... Precisei de 1500 ""águas"" pra conseguir 0,3 centavos, as regras mudam e dificultam o máximo pra você convidar amigos, fazer compras na loja... É uma mecânica extremamente abusiva, só baixei o app pois um produto que queria estava mais barato que na Aliexpress , mas não vale a pena",1,0.4588,False,0
"Sinceramente, estou preocupado com a demora no envio. Fiz a primeira compra grátis e só foi liberado se eu comprasse mais 7 itens. Pois bem, comprei. Acontece que até agora os produtos nem saíram da origem. Várias vezes ao dia faço o rastreio e nada de envio. Vamos ver quanto tempo continuará essa espera. Se eles realmente enviarem, volto pra colocar mais estrelas...por enquanto é isso.",1,-0.4215,False,0
"Sinceramente, lamentável. Muita propaganda enganosa. Não deixam as informações claras para o cliente. Para eu receber os dois presentes, seria necessário eu fazer uma outra compra pra ter reembolso (????). Um negócio totalmente confuso, não tem nem pé nem cabeça. É só enganação. Uma pena, porque apesar dos preços serem mais altos, a compra é facilitada. Passa bem longe de ser um concorrente forte. Até fiz uma compra e resolvi cancelar devido a essa enganação todo com o cliente.",1,-0.9721,False,0
"Como dizia um sábio ""é uma cilada Bino"". O aplicativo te dá alguns descontos mas você é obrigada a comprar muito acima do desconto. Tem valor mínimo para compras de 100 reais o quê é um absurdo, te oferecem um produto com 100% de desconto que eles colocam tanto obstáculo que você nunca consegue ganhar. No final o aplicativo é uma grande perda de tempo uma vez que mesmo que tenha algo barato eles não vão te deixar comprar nada e você só vai perder tempo é dinheiro. No fim nota dó para o app.",1,-0.1039,False,0
"Propaganda enganosa promete produtos grátis mas mesmo após 2 messes testando e tentando, fazendo o melhor possível ele não sai do 99,9% aumentando praticamente nada a cada trigo recolhido (atualmente cerca de 0,0005%), além da dificuldade triplicar a cada trigo, a recompensa só diminui, se continuar na medida em que está ele nunca chegará em 100% (coisa que está acontecendo) só não dou nota 0 porque não tem. Resumindo NÃO INSTALEM apps como shoppe ou Aliexpress são bem melhores.",1,0.3401,False,0
"Não é tão barato assim, compensa comprar mais na Shoopee, talvez pro gringo que compra em dólar compensa. E sobre os itens grátis, que humilhação hein? Falta 10 centavos pra eu conseguir e simplesmente é impossível, é mais fácil comprar logo, sistema totalmente ridículo e não é assim que você prende o consumidor no app, tá mais fácil afastar por que o concorrente é mais barato e vantagens da Temu não são atrativas. Já nem vou comprar mais ......app horrível",1,-0.7783,False,0
"Aplicativo fraudulento e com propaganda enganosa, oferece itens ""grátis"" mas no fim, você tem que pagar uma parte dos itens escolhidos. Fora os mini games que são totalmente roubados, quando você está prestes a bater 100%, o aplicativo te impede de chegar no fim e não deixa resgatar os itens. HORRÍVEL, NÃO SE DEIXEM ILUDIR POR VÁRIOS E VÁRIOS CUPONS QUE SÃO OFERECIDOS, NO FIM, VOCÊ PAGA OS ITENS DA MESMA FORMA! rosto de palhaço polegar para baixo",1,-0.6238,False,0
"A promoção e os cupons não são devidamente registrados no sistema deles. Recomendo fortemente que vocês tirem print de cada oferta e promoção que vocês receberem, assim como dos pedidos (PRINCIPALMENTE se for a primeira vez a utilizar o app). Confirmem duas vezes se a compra foi aceita. Fiquem de olho nas taxas adicionais e não deixem de acompanhar o pedido.",2,0.1531,False,1
"Horrivel. Enganação pura. Desconto de primeira compra é só ilusão, os produtos são mais caros que nos concorrentes, e os mini games só consegue o desconto com meses jogando e fazendo propaganda de algo que nem sabe se realmente cumpre o que promete. A nota baixa é porque o aplicativo é enganoso mesmo, desconto de primeira compra é só pra atrair otarios. Não percam tempo.",1,-0.8291,False,0
"O aplicativo tem bons produtos mas quando escolhe um produto para comparar, fica obrigando adicionar mais para chegar a um certo valor para então poder finalizar a compra. Aí é que está, eu não quero outro produto e por isso não dar para finalizar a compra e também são muito caro os produtos se um custa 10, com imposto e tudo, chega no final vai quase 130 sem chance. Fui comprar um Crocs não comprei, fui na SHOPPE comprei do mesmo mais barato, bem mais barato e frete grátis e já estou usando.",1,-0.6054,False,0
"Aplicativo cobra 2 taxas, a de importação e ICMS e vendedores são desonestos. Anúncios com informações camufladas para confundir quem faz as compras. Tipo, nas primeiras fotos mostram 10 pçs mas na descrição que não fica a vista informa q é somente uma pç. se não clicar e ler acaba sendo enganado. Vendedores usam de má fé e se aproveitam do aplicativo. Apelam para promoções descontos e etc que não existem e que te obrigam a fazer mais compras para ""usufruir"".",1,-0.8248,False,0
"Nos primeiros minutos baixando o app ja fui enganada. Fui bombardeada com a informação de que havia 100% de desconto em 3 itens da minha escolha, passei 1 hora escolhendo meus itens pra em seguida receber a informação de que deveria pagar no MÍNIMO o valor de 70 reais em itens da TEMU, isso sem contar os impostos. PORTANTO, perdi 1 hora da minha noite a troco de nada.",1,0.34,False,0
"Não baixem. É golpe. Falam que você ganhou 3 produtos e depois te fazem escolher mais um monte pra você ter direito aos produtos ""gratuitos"". E ainda pedem seus dados pessoais e do cartão. A, e quando vc começa a tirar as compras do carrinho, você perde os produtos gratuitos. É fria isso.",1,0.2023,False,0
"Excelente plataforma de compras internacionais. Só comprava por ela pela parceira com os correios do Brasil. Infelizmente agora que tem a transportadora Anjun Express como entregadora, irei deixar de usar por saber que as compras não serão entregues e consequentemente nem ressarcimento terei. Não recomendo a compra na plataforma só por conta da transportadora Anjun. fora isso seria 5 estrelas.",3,0.0772,False,2
"Propaganda enganosa, pediu para escolher 3 produtos grátis, escolhi aí falou para poder levar os 3 produtos grátis tem que fazer uma compra de no mínimo 110 reais aí escolhi 2 produtos que deu 126 reais e na hora de finalizar a compra o valor total foi para 160 reais. Estão de brincadeira. Desinstalei, tentei apagar meu nome e CPF e não consegui.",1,-0.8689,False,0
NAO BAIXEM. Aplicativo promete item grátis de recompensa por jogar uma espécie de game de colheita. Mas quando chega em 95% da missão. O jogo vai reduzindo a quase zero para te obrigar a comprar para conseguir mais energia ( água ) para regar. Horrível. Propaganda enganosa.,1,-0.8662,False,0
"Isso foi uma droga, fiz a primeira compra com essas promoções com valor bem reduzido de um gravador laser e me mandaram apenas os pés do gravador, fui olhar para ver se tinha feito compra errada e realmente era o gravador que tinha comprado, bem a experiência foi péssima na primeira compra, prefiro continuar no ALIEXPRESS, SHOPEE, WISH, esse foi horrível...",1,-0.4767,False,0
Que lixo de site eu só quero comprar um vestido rosto com olhos revirados rosto com olhos revirados rosto com olhos revirados rosto com olhos revirados rosto com olhos revirados mulher decepcionada pele clara mulher decepcionada pele clara mulher decepcionada pele clara. Pra que ter que fazer tudo aquilo gente?E no final a compra sair mais de 200 reais rosto com olhos revirados rosto com olhos revirados rosto com olhos revirados rosto com olhos revirados rosto com olhos revirados rosto com olhos revirados rosto com olhos revirados rosto com olhos revirados. Isso pq falam que o frete é grátis e temos que fazer um monte de coisa escolher um monte de produto nada a ver polegar para baixo pele morena polegar para baixo pele morena polegar para baixo pele morena polegar para baixo pele morena polegar para baixo pele morena. Resumindo nao comprei nada e só queria um vestido mulher decepcionada pele clara rosto com olhos revirados mulher dando de ombros pele clara mulher dando de ombros pele clara. Desinstalando já esse aplicativo horrível!!! polegar para baixo pele morena polegar para baixo pele morena polegar para baixo pele morena Péssimo pra comprar algo nota 0 ainda é muito pra vcs! polegar para baixo pele morena,1,-0.7946,False,0
"É difícil a comunicação quando o produto não chega, não há resposta de suporte. A plataforma oferece bônus que nunca podemos utilizar, enganação e má fé é praticado por essa plataforma, deveria ter olhado o Reclame aqui antes de efetuar qualquer compra. NÃO RECOMENDO.",1,0.296,False,0
"Fiz uma compra, enviaram para a cidade errada, sendo que o endereço estava correto. Solicitei reembolso, enviaram apenas o valor do produto. Paguei frete e taxas que foram quase o valor do produto. Na minha opinião é uma perca de tempo. Pior site de compra que já utilizei. Tentei conversar com um atendente para resolver, mas colocaram um robô para falar comigo. Por mim seria 0 estrela, mas não tem essa opção. App polegar para baixo polegar para baixo cocô",1,-0.6187,False,0
Propaganda enganosa. TEMU tenta te enganar o tempo todo. As fotos nunca batem com o produto. Vcs colocam a foto de um conjunto só que quando voce entra no carrinho o conjunto desaparece e vira uma peça só. Me engana que eu gosto. E esses sorteios é so pra pegar otário. NUNCA COMPREI E NUNCA VOU COMPRAR NADA DESSA LOJA.....,1,-0.8555,False,0
"O App disponibiliza muitos itens que parecem fantasticos, mas que não possuem qualidade e não estão no tamanho que aparece nas imagens, escala editada das fotos, comparando com concorrente são mais caros e demoram na entrega. A tal da Farmland sugiro que nem instale pois vc nunca vai alncar os 100%, os último 0,05% vai consumir mais que os 99,05% é o tigrinho da Temu, deveria ser bloqueado imediatamente.",1,-0.8462,False,0
"Propaganda enganosa,fala que vai te dar 3 itens de graça e depois fala para você escolher outros itens para atingir o valor que eles dão,sendo que estava dizendo que era de graça,não confiem!! Preços absurdamente caros e tem muitos golpes,por conta de vendedores,comprei 2 coisas e elas não chegaram e o vendedor e nem o app devolveram o meu dinheiro,não perca o seu tempo com esse app",1,0.3578,False,0
"Não baixem esse app é horrível, os produtos são extremamente caros, além do que tem um joguinho que é pura enganação, eu passei meses regando uma plantinha e dando comida pra um peixe e não consegui brinde nem um, sempre que chega a 100% volta do inicio de novo, é golpe isso do joguinho gente nem percam tempo, e se fosse possível não daria nem uma estrela.",1,-0.8779,False,0
"Infelizmente não gostei da experiência, após baixar aplicativo recebi um joguinho dizendo que iria receber dois brindes grátis bastaria concluir com mais dois itens fazer o pagamento queria receber o e-mail era só aguardar os meus brindes em minhas contas..... E não recebi e-mail ..... Procuro no app os pedidos afirma que não tenho pedidos e também não mandou o e-mail comprovando que eu fiz o pagamento.....",1,-0.3612,False,0
"Esse aplicativo é mal feito, não usem para testar caso não tenham dinheiro para jogar fora, pois pode ocorrer bugs, e você simplesmente ser cobrado, realizar o pagamento, por nada, é uma pouca vergonha, mas no fim, eu cai num golpe, e nem parece que foi intencional.",1,-0.8793,False,0
"muito confuso, ele dá 3 brindes, aí dá um cupom para adicionar algum item. adiciono o item é acaba cobrando mais que o item que escolhi e diz que vai estornar 400 reais sendo que o pedido sairia por 300 mas o que adicionei no carrinho era 170, como assim? tá cobrando até os brindes?? (é tão complicado que meu comentário ficou até confuso demais) não irei pagar! e se eu não receber o estorno? vou pagar caríssimo por itens de péssima qualidade?",1,-0.7712,False,0
"Vi um comercial falando de um controle gamesir era gratuito, ao acessar o aplicativo falou que eu não podia pois era apenas para novos usuários, sendo que nunca usei o aplicativo! Nunca fiz compra nenhuma e foi minha primeira e última experiência! Tudo mentira e propaganda enganosa!",1,-0.9198,False,0
"Resumidamente é um app pra te enganar. Se vc quer comprar da China a shein e o ali ainda são os melhores e são mais transparentes. Só vi desvantagem no temu. Primeiro que vc precisa gastar no mínimo 100 reais pra realizar qualquer compra, tem q tomar cuidado com qq ação pq te induzem a gastar em troca de recompensas que vc nunca vai conseguir. O prazo de entrega pode aparecer como 5 dias úteis mas isso não acontece. Não use esse aplicativo pra fazer compras, tem outros melhores por aí.",1,-0.81,False,0
"O aplicativo te garante 3 items por 0 reais. Após você escolher os 3 items variando de items surpreendemente legais, você é obrigado a fazer uma compra de 70 reais para garanti-los. Odiei. Propaganda enganosa, a qualdidade dos produtos são pessimas , roupas com materias desconfortaveis, fones de ouvido onde um lado não funciona. Enfim... Não instale o aplicativo, ele fará produtos por preços baixos e fará vc pagar 50 reais de frete. Apos isso, te enviara algo completamente diferente. NÃO USE!!!!",1,-0.7728,False,0
"Péssimo, você não consegue finalizar as compras. Você coloca todos os dados de endereço que não é reconhecido. Exemplo (moro em uma avenida e eles ficam pedindo o número da rua, sendo que o CEP, O próprio app reconhece). Trava no endereço e você não consegue avançar botão avançar para finalizar a compra. Muito ruim.",1,-0.6369,False,0
"Propaganda enganosa e venda casada,violando o CDC. Após girar roleta virtual,fui ""contemplado com dois brindes"" se fizesse uma compra mínima no valor de R$ 155,00,fiz a compra,mas,os brindes não foram incluídos no envio das compras. Cancelei a compra após reclamar e não ter uma justificativa para o descumprimento da oferta. Não recomendo este aplicativo para compras.",1,-0.5423,False,0
"Entrega extremamente demorada, mas isso nem é o pior. Ficamos o dia inteiro (dentro do aplicativo e fora por meio de notificações) sendo bombardeados por ""promoções"" que tem um valor mínimo de compra que você tem que fazer para poder levar os ""brindes"" valores na casa dos 200~300 reais, site péssimo e essas ""promoções"" só servem pra enganar a gente com a ilusão de levar algo de graça ou minimamente barato e acabamos tendo que gastar centenas de reais pra levar itens q custariam no máximo R$ 50.",1,0.3362,False,0
"Toda a publicidade desse aplicativo se baseia em anunciar produtos gratuitos para usuários novos. O que eles não falam é que é necessario fazer uma compra de outra coisa para isso valer. Não seria um problema se metade dos produtos anunciados não usassem imagens geradas por inteligencia artificial e as avaliações de ""usuários"" não fossem tão explicitamente fabricadas. Baixei para testar o tal produto gratuito e ver se não era um esquema, mas por tudo isso que observei não acho confiável.",1,-0.3818,False,0
"Aplicativo horrível, te aplica golpes mais do que o Lula no Brasileiro! Horrível, fica mostrando uma roleta ridícula a cada 10 seg e não tem opção de tirar a roleta! Além de fazer publis falsas na internet! Péssimo.",1,-0.9357,False,0
