content,score
"É um ótimo aplicativo se comparado a inúmeros outros apps que tem o mesmo intuito.... Sim,é um ótimo aplicativo, compro aqui nele a um bom tempo,sempre chegou no prazo etc... (mudaram os filtros ou está bugado, é uma ferramenta muito útil e está inutilizável depois da última atualização).",3
"Que aplicativo excepcional!! Já fiz várias compras e farei muito mais , tudo chega antes do prazo e bem embalado só tem a falar bem dele sensacional!",5
"É um ótimo app para fazer compras, mas demora muito o processo de reembolso. Eu fiz uma compra a qual não pôde ser entregue, foi devolvida já passou de 2 faturas e nada de reembolsar. E sem falar que a opção de comunicação com a Amazon é muito ruim, péssima na verdade.",3
"App muito bom, porém e muito devagar não consigo entrar no app e não ficar no mínimo uns 5 min. Mas eu super recomendo, tem coisas muito boas. Tbm porém as taxas, de transporte, isso e muito ruim, pois perdemos o produto, as taxas podem até ser baratas de acordo com o produto comprado. Mas ainda sim fica caro, pois temos o produto e a taxa, o custo não seria barato. Mas indico, os preços são ótimos, creio que todos irão gostar. Melhorem apenas nisso em que critiquei. Pois o resto está perfeito.",4
"O app é muito bom,porém o sistema de rastreamento já foi melhor, o cliente nunca sabe a real sobre o roteiro dos produtos,principalmente quando enviado por transportadora, péssimo serviço de rastreamento! Com os Correios fica muito mais fácil o acompanhamento! Por transportadoras o cliente recebe um código que não consegue rastrear pelo site da transportadora,e pelo app mercado livre é quase impossível saber aonde tá os produtos. Vamos melhorar isso aí mercado livre!",4
"Pouco prático e muito burocrático. Fico pensando aqui como é possível eu ter que ficar repetindo várias vezes a confirmação da minha conta. É e-mail, é SMS, é ligação, é troca de senha, é reCaptcha, e até solicitação de envio de documentos. Se fosse um hacker rapidinho ele conseguiria driblar tudo isso. Agora nós, meros usuários, ficamos 🤬 de tantos testes. E o mais estranho é que meu nome e endereço estão salvos no app, mas, minha conta não fica logada 🤔❔",3
"Ótima plataforma para aquisição dos mais variados produtos, com bons preços, ótimas promoções, entrega rápida. Ainda tem uns joguinhos legais que nos distraem e ajudam a ganhar moedas que podem ser usadas tanto dentro dos jogos como para desconto nos preços finais do produto. É possível conversar com os vendedores diretamente pelo chat e tirar todas as dúvidas se necessário. Além de facilitar na hora de personalizar determinados produtos. Há cupons de desconto no frete, frete-gratis e afins.",5
"Infelizmente é um site confuso, que se vc não secmantiver atento , te enviam promoções estonteantes, só que com preço superior ao que vc comprou originalmente.Aumentam o número de mercadorias de um mesmo item, correndo o risco de vc ficar com tres pares de sapato , do mesmo modelo. Todo cuidado é pouco e muita observação.",3
"O app em si eh muito bom , porém tenho que fazer uma reclamação do sistema de entrega da transportadora imile Brasil , já pagamos taxa de envio, taxa de entrega para o pedido ficar dando voltas e voltas indo de armazém a armazém até ficar parado em death estoque , a imprensa não responde mídias digitais , não responde emails , não responde whatsapp , para melhor atendimento ao cliente deveriam rever as transportadoras de vocês pois pagamos muito caro em taxas",3
"Péssimo roupas muito ruins. Tecidos muito barato de má qualidade, não tem nada haver com o que está nas fotos. Compensa mais ir até o Brás pelo menos indo até lá você vê o que realmente está comprando.",1
"A forma de bonificação é horrível, jogos que parece caverna do dragão nunca termina. Os preços são bons e a qualidade razoável mediante o valor acredito ser ótimo custo benefício.",4
"Gosto muito de comprar neste APP, super confiável e entregam tudo perfeitamente,a única reclamação é o imposto na hora que finalizamos a compra,que sai muito caro pro comprador,mais sabemos que não é culpa dos vendedores nessa plataforma,compro de vez em quando e amo as compras, queria comprar mais,só o imposto do governo dai da China para o Brasil 🇧🇷 que tá um absurdo,esse jogo também de dar comida aos peixes e dar água sempre uma colheita nunca finaliza,isso também é estressante",5
"Gosto muito de comprar na Shopee. Sempre entregam no prazo, só os horários que são ruins, já cheguei a receber uma encomenda após às 22h. Seria muito bom, se tivessem pontos de retirada como existe em outras plataformas.",4
"As entregas demoram, inclusive atualizar as notificações, mas vem tudo certinho, bem embalado e não retornam sem entregar!",3
"Muito boa a interação com o vendedor! Apenas uma sugestão de melhoria para o aplicativo. O aplicativo poderia dar a opção do próprio cliente montar o seu kit de vário produtos de um mesmo vendedor sem que seja necessário pedir que o vendedor monte um kit/link peesonalizado. Até que tem a opção de colocar no carrinho, porém é cobrado o frete de cada produto e no final o valor do frete fica maior do que os produtos.",4
"Retirar os jogos que nos davam cupões e pontos na minha perspectiva foi um erro. Quando recebo a notificação para abrir algum dos jogos, quase sempre dá erro e não o consigo jogar, e por isso perco a oportunidade de jogar depois que não aparece mais",2
"Decepcionante. A princípio a proposta parece boa, alguns itens tem o valor legal, porém, tem um valor mínimo de compra de R$100,00, desnecessário isso. Tem uns jogos que ""dão descontos e produtos grátis"", quando chega na reta final vira enganação e vc não alcança o brinde nunca. Desinstalando!",1
"Aplicativo perfeito! Tudo que comprei chegou muito rápido. Uma dica é sempre ver os comentários das fotos, pra ver se o produto é o que você espera receber e as críticas. Geralmente tudo é de ótima qualidade! Só tem que ficar atento aos correios, o prazo de entrega depende exclusivamente dos correios brasileiro.",5
"Vou comprando alguma coisa de qualidade razoável,mas também já reclamei algumas de muita fraca qualidade,dizendo mesmo péssima. Mas sempre me reembolsaram em Saldo temu. Sobre os jogos de ganhar e tudo uma completa mentira por exemplo. 3 artigos por 10€ e mentira 🤥 nunca dá para comprar o valor dos artigos são superiores e para finalizar compras é valor de 15€ sou sempre obrigado a comprar mais qualquer coisa . E artigos grátis é a mesma coisa nunca se consegue 🤔🤔😞😞 mas pronto é o que há 😭",3
"Gosto muito das novidades, promoções, e acima de tudo a verdade . Este app Temu não engana o consumidor. A entrega pelo correio também traz segurança. Adoro comprar na Temu produtos de boa qualidade. Gostaria de comprar mais infelizmente o dinheiro tá curto, mesmo assim sempre q dá faço minhas compras. Continue assim Temu. Obrigada.",5
"A facilidade para pagamento é excelente, é apenas decepcionante quando aplicamos cupom de frete grátis, mas na hora de finalizar faz uma cobrança de 50%. Muitos produtos não compensam. Mas no geral, tá bom.",4
"O aplicativo é excelente. Principalmente que o frete gratis é a partir de 29,00 e pode ser de qualquer loja. O que tá pegando é só que quando vou usar meus pontos, ao invés de diminuir o valor da compra, aumenta muitos mais (tô falando de 3, 5 reais ou até mais). Já usei os pontos antes, e era tranquilo, depois um dia fui usar, e simplesmente ao invés de diminuir o valor da compra, aumentou🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️. Fora isso o aplicativo é ótimo",2
"A Shopee tem variedades de coisas pra se comprar, mas em relação ao frete é muito caro, principalmente para a região norte, e demora muito pra chegar a encomenda, então às vezes prefiro comprar em outros sites. Precisa melhorar em relação às entregas, pois às vezes passa do prazo, as transportadoras que são péssimas no meu ponto de vista é a Jadlog e Loggi.",4
"Gosto bastante do aplicativo , o problema é que algumas roupas são muito caras .",4
"Amo a Amazon principalmente para comprar livros e vcs sempre entregam na data certa ou até antes, porém desde ontem tento abrir o app e não consigo de jeito nenhum!!!",4
"Ótimo lugar para encontrar quase tudo!, bons preços e tudo, até você ter algum problema! Compro a anos, já tive experiências maravilhosas, mas de um tempo pra cá é só decepção. Impossível entrar em contato diretamente com o mercado livre para resolver qualquer coisa!! Deixam que se vire com o vendedor, e agora não da nem pra escolher a transportadora na maioria das vezes, e esse é o maior problema. Enfim, bom pra quem souber pesquisar bem antes de comprar.",3
"A entrega pelo Shopee express tá sendo uma dor de cabeça SEMPRE. Os entregadores simplesmente entregam o pedido pra qualquer um que receba, você coloca na instrução de entrega solicitando que o entregador ligue, ele simplesmente não liga, fala que tentou entregar e não conseguiu... Terceiro produto seguido que compro e tenho que ser reembolsado, decepcionante.",2
"Só tenho uma dúvida se os produtos vem mesmo que a gente compra, o app é muito bom tem muitas coisas boa e de preços bom realmente, estou usando há 2 meses e já fiz 2 compras estou a espera da entrega...",4
"Como tudo que vem para o Brasil é estragado a amazon Brasil não seria diferente. A tive problemas com uma compra que foi simplesmente cancelada mesmo a a empresa mentindo em contato comigo. Quando voltei a entrar em contato aplicaram a velha máxima brasileira ""lavo minhas mãos disso tudo"" e ""se entenda com seu banco"". Enfim, evitem este site com seus vendedores que economizam usando as piores transportadora cadastradas (total express). Usem os sites tradicionais como mercado livre ou outros.",1
"O app e maravilhoso, suas compras não saem caro e realmente e tudo como diz, caso de um embrulho rasgado ele te bônus e reembolso diferente da aliexspress que e tudo fake só nela ( aliexspress tive prejuízo de mas de 1k enfim app horrível",5
"Eu estou experimentando a TEMU, estou gostando, mas, a obrigação de ter que comprar o mínimo de R$99,00 não é bom. Os concorrentes tem preços inferiores e sem valor mínimo. Porém, alguns produtos só tem na TEMU. Parcelar em 6 vezes sem juros é excelente. Por enquanto, estou gostando muito.",5
"é sempre muito seguro comprar no Mercado Livre, sua rapidez na entrega, muito bem embalados os produtos, oferecem segurança nas compras, se necessário troca, é muito prática a devolução. Se necessário cancelar a compra a devolução é imediata.",5
"Eu gostava muito porém a demora pra receber os pedidos nacionais está absurda sem falar quando colocam que o pedido está em rota de entrega e a gente vai receber 2,3 dias depois alguém tem que vê isso aí.Estou quase desinstalando o app por quase não usar mais.",3
"não consigo comprar com cartão de crédito. já entrei em contato mas não resolveram meu problema. acho que terei que parar de comprar na Temu, apesar de gostar muito dos produtos. não consigo parcelar as compras, o que me impede de continuar a comprar. É UMA PENA. GOSTARIA QUE RESOLVESSEM MEU PROBLEMA!",3
"Todos aplicativo de vendas é ótimo, afinal eles são criados para aliviar o nosso bolso com suas ofertas. Então não falham nunca. Mas se fossem para nos pagar...",3
Fiquei desiludida com as ofertas que se tem todos os dias... tinha um onde dava 14€ em credito ao fim duma compra de 20€. E acabei por descobrir que esses 14€ sao divididos tanto em centimos como no máximo era 2€ e para ter esses 14€ tinha de fazer todos os dias compras na temu ate opter esse dinheiro em credito... desfia ter escretio isso pelo menos em letras pequenas que assim ja nao usava esse vale!,3
"A Shopee tá dando de 10 a 0. Uma demora absurda para enviar os pedidos, mesmo na modalidade Full. Na plataforma que citei, mesmo com produtos bem abaixo, o envio e a entrega são SUPER rápido, além disso, o frete é bem mais em conta, inclusive produtos mais baratos. já foi bom, hoje não foi (minha concepção).",1
"Aplicativo parece ser bom, mas recebi cupom de 100% de desconto e na HR de finalizar a compra eu precisava pagar como isso? Eu li todas as regras e tava falando que realmente era gratuito não era o frete ou um desconto menor era realmente 100% de desconto, isso é uma enganação",3
"Tudo é barato, a qualidade é de mediana à excelente dos produtos por um preço acessível, site fácil de navegar, autoexplicativo e intuitivo, entregas rápidas. Quando raramente algum produto vem com defeito ou algo assim a troca e/ou o reembolso é bem fácil e tranquilo, o envio do produto para o fabricante a gnt não paga. Adoro o app da Shopee, compro sempre.",5
"O app é até razoável, mais estou decepcionado com o serviço da Amazon. Comprei algumas coisas antes sem problema, mais a minha última compra no app está sendo decepcionante. Comprei um liquidificador, dei preferência a comprar na Amazon, no dia 20/07 e o prazo de entrega seria 29/07, porém não foi enviado e o prazo mudou para até 11/08. Errei por priorizar a Amazon na compra , pois os concorrentes estão prestando um serviço melhor e mais organizado!!! Cuidado, assim vcs estão perdendo clientes.",2
"É um ótimo aplicativo, mas na minha última compra as coisas chegaram e nem me avisaram com quem estava , tive que procurar com os vizinhos, por sorte a moça me entregou.",4
"sempre gostei de comprar na Amazon, principalmente pela segurança e ótimos produtos!",5
A Shopee de forma arbitrária retira a opção de pagamento via cartão de crédito pra alguns clientes. Pelo que pesquisei isso está acontecendo com inúmeros clientes que só conseguem pagar via Pix ou boleto.,1
A empresa me parece ótima. Porém já o cadastro peca à exigir de 10 a 11 dígitos para o número de telefone ; pois no Brasil é o ddd + 9 números. Solicito correção para cadastro. Atenciosamente. Obrigado.,5
"Podia melhorar, as vezes a gnt quer alguma função (eu como vendedor) de falar com o MercadoLivre, coisa que já não é fácil, porém vc e sempre transferido para o app sempre que abre uma funcionalidade instantâneamente, parece uma tentativa de fazer a pessoa desistir de entrar em contato. E só um exemplo, acontece com outras funcionalidades também.",4
"Muito bom, até agora a nota 10. Só compronaShopee, estou satisfeita.",5
"Roupas lindas e com bom preço porém agora tá sendo taxada, as compras nacional demoram bem mais para chegar do que as internacional, tem peças que acumulam bolinhas ou rasgam fácil,outras com preço absurdo, não tem como falar com o vendedor,o suporte com o app é inútil e nem ajuda em nada na maioria dos problemas,muitos produtos parecem ser de tal forma e quando chega fisicamente é bem diferente.",2
"Estou muito triste, tenho um produto com status de entregue,as não peguei e o app não tem como ligar ou falar com o suporte pra saber o que houve, decepcionada",3
"Rápido, prático e que cabe no bolso. Entretanto, às vezes as mercadorias não são como o anúncio, muitas sao propaganda enganosa. Tem que pesquisar Bastant. E o aplicativo demora demais pra abrir as imagens, quando vou ao carrinho selecionar os produtos demora pra abrir, sempre tenho que fechar e abrir o aplicativo às vezes carrega outra não, maioria desisto de navegador na shopee.",2
Só tem produto bom ainda sem fala que chega rápido comprei uma coisa e chegou de 1 á 3 dias amei demais,5
"Olá, bom.. vim dar a minha experiência com o app! Eu acho interessante e incrível o fato dele ter variadas coisas, tipo um mercado/shopping. Mas eu acho que do fato de terem aumentado tanto o preço das coisas, não acho interessante. Acho injusto! De vez em quando, está saindo mais barato comprando em alguma loja, do que fazer as compras na shein. Estão bem caros, além do fato das coisas estarem chegando bem devagar. Acho legal a interface, e quando procuramos por algo, achamos. É isso!",3
"Gosto muito de comprar na TEMU porque é de confiança total : tudo o que tenho comprado,e já não tem conta as vezes que já o fiz, é precisamente aquilo que encomendo e nunca fui enganada !! As compras são o máximo, com descontos muito bons e é a verdade do que vem escrito !!! Obrigada TEMU.........",5
"Fiz a minha primeira compra hoje. Primeiramente tive 100% de descontos em 3 itens interessantes, mas para receber comprei mais 2 itens que precisava, ou seja, somando os 5 itens o preço ficou bom (3 grátis e 2 pagos). Agora vou esperar a entrega para ver se aqueles 3 itens grátis procedem e voltarei aqui para fazer a conclusão.",3
"Comprei um carrinho de bebê e paguei mais caro por um acabamento que minha esposa e eu escolhemos. Porém, recebi um modelo com acabamento inferior, diferente do anunciado. Ao acionar o Mercado Livre, a única solução oferecida foi o reembolso, mas o produto está agora mais caro, me obrigando a pagar a diferença para obter o que comprei. Isso é injusto e desrespeitoso, pois fui prejudicado por um erro que não cometi. Exijo uma solução que não me deixe no prejuízo financeiro.",1
"Muitos produtos, catálogo muito variado com preços acessíveis. Os produtos deveriam trazer mais informação e as fotografias, cores e filmes do vendedor deveriam ser melhorados.Um pouco demorado na entrega devido a vir de armazéns diferentes na Europa ou fora da Europa.",4
"Boa noite equipe do ML,sou um veterano nesse Grande APP de compras on line,a muitos anos que faço parte dessa Grande Empresa de Comércio virtual,só tenho tido satisfação no ML,em todos os produtos que compro,e sempre estou fazendo propaganda para as pessoas que conheço sobre o Mercado Livre,São produtos de boa qualidade,Bons Preços,Bom atendimento dos vendedores,Produtos chegam bem embalados,e agra que o ML,fez uma Boa ação com as Agências,pra ficar melhor para os clientes,pegar os produtos.",5
"O aplicativo é ótimo, porém os fretes são absurdos .até mesmo, vc fazendo uma compra nacional. sua compra ,por exemplo ,dá 90 reais ele triplica o valor e isso é um ponto mt negativo. Os produtos são maravilhosos e chegam rápido, porém os fretes são horríveis.",2
"Ultimamente as procuras que estou fazendo no app estão dando resultados misturados, Isso está dificultando a compra. Por exemplo quando peço por smartphone Galaxy A 55, o resultado bem com celulares antigos juntos. Tem que melhorar!!!! E mesmo fazendo opções corretas o resultado é muito ruim!!!",2
"Adoro a loja, sempre tem produtos com preços interessantes, porém a entrega é o caus, produto informa que vai chegar não chega. É entregue na rua, logística e um fracasso.",1
"Excelente, mas pra ficar melhor, vocês bem que poderiam criar uma opção de salvar os ítens como ""favorito"".",3
"Nossa, recomendo demais. É um app prático e fácil de usar, tem uma interface bonita. Os lookinhos são lindosssss, se eu pudesse compraria uma peça nova a cada semana. Dá pra encontrar uma variedade legal de tamanho, cores, estilos e preços. Fiz uma compra pela primeira vez e recebi antes mesmo do prazo! Nota 10/10, vcs são tudo SHEIN",5
"O ruim é que tem produtos que o frete sai mais caro que o produto, mesmo vc colocando vários itens no carrinho e usando cupons, sempre cobram frete. Não gostei por isso. Iria comprar o material escolar da minha filha, mas nem compensa, fiz só uma comprinha, tou esperando chegar e vou desinstalar, Infelizmente.",3
"Os preços da Temus são excelentes, o problema é a demora para chegar, se você estiver com pressa de receber sua mercadoria, eu não recomendo o app, se não eu super recomendo,.",4
Tem de tudo mas a política de entrega é extremamente péssima as vezes demoram para coletar e o app da um prazo muito longo para as transportadoras entregarem o que gera uma certa negligência por parte dos responsáveis pelo transporte já tive pedidos extraviados e perdidos tudo bem que o reembolso é efetuado em até 2 dias mas se a gente compra quer receber e dentro de um prazo razoável.,3
"Quando arrumar o bug dos vídeos de avaliações de clientes, dou 5 estrelas! Os vídeos de avaliações, muitas vezes dão erro e não executa, e isso e avaliação em vídeo é bem útil na decisão de compra de um produto caro, como um PC.",3
"quase perfeito, só mudaria o fato de o aplicativo depois de fazer o pedido, no rastreio só dá de ver até um certo ponto, depois não, e eu já fiquei duas vezes achando que não iria chegar, ou que tinha chegado e talvez eu podia não estar em casa. resumidamente, não sabia onde o meu pedido estava e fiquei ansiosa, pois tinha sido caro. porém, quase nos últimos dias de prazo, chegou, e fiquei muito feliz.",4
"App razoável, só não vim cálculos em compra internacional, alguns produtos preço mais caros que em outros app de compras.",3
"Aplicativo péssimo foram enviado para mim 3 produtos errados já entrei em contato com o chat e o atendente falou que não veio nada errado e estava tudo certo, estou decepcionado com a plataforma e a falta de cuidado com o cliente provavelmente perdi meu dinheiro péssima experiência com o app nunca mais irei comprar novamente na shein. E fora isso a transportadora falsificou a minha assinatura na entrega colocaram qualquer assinatura e a shein aceitou estou decepcionado demais.",1
Todos os pedidos estão parados em Sao Pedro d Aldeia . Qdo atualiza q saiu para entrega cancelam e fazem o estorno do dinheiro no total fiquei quase 10 dias esperando e nada....fui para Mercado Livre as vezes o barato sai caro eram coisas q precisava com certa urgência. Melhor para envio,2
"O que está acontecendo? Não consigo entrar na minha conta pelo App, porém pelo google eu consigo perfeitamente. Até tento trocar a senha e só mostra que há um erro interno.",3
"Ainda não realizei nenhuma compra,pois eles prometem 2 produtos grátis, vc tem que jogar um jogo extremamente chato pra consegui, no princio é rápido, mas qndo está quase conseguindo o produto fica demorado,cansativo e quase impossível. Não quer dar o produto não dê, 20 dias regando plantas e nada de acabar, é quase que uma humilhação hahahaha, quero mais não.",2
"As blusas são legais, uma só que veio maior e outra o tecido não era o que tinha imaginado. Estão faltando 2 blusas que pedi e não chegaram, estão até pagas. Não sei onde reclamar.",4
Gosto da variedade de ítens. Os reembolsos agora chegam mais rapidamente e o serviço de entrega nos Correios tá muito agilizado. O site teve alguns bugs consertados e esta melhor para editar e excluir. No comeco era ruim mas teve uma melhora muito considerável! Adoro essa variedade nos preços e a facilidade em achar os ítens.,5
"O aplicativo é muito bom, só tem uma coisa que acho que deveria mudar, seria a questão de só puder fazer o pedido no valor de 100 reais. Já que paga ICMS e tributos, o valor deveria ser livre, a critério do cliente, se tem um produto de 15, reais e eu quero comprar, pronto compro . O mais é ótimo. Chega tudo certo e as vezes antes do tempo previsto.",5
"Minha experiência não foi das melhores, os responsáveis de entrega são dos piores não entrega na residência tem que ir ao local de retirada sempre. E se o material vem errado ou com avaria não fazem o reembolso e nem resolvem a questão.",2
"o aplicativo tenta te enganar o tempo todo, fazendo você acreditar que vai ganhar itens grátis de muitas formas diferentes, quando na verdade precisa gastar. se conseguir uma promoção boa com eles vale a pena comprar, porque chega tudo certinho, mas são raras as vezes.",2
"Mesmo com tantos problemas, ainda compro na Shein, Só q às vezes não vem a mercadoria q a gente pede, vem algo parecido mas q não tem nada a ver com o pedido, ou falta peças, vem na quantidade menor, etc... chatice..... mas entrega",5
"Caramba! RESPOSTA AUTOMÁTICA COPIA E COLA!! 🙄 Para responder que temos que enviar e-mail pedindo ajuda, mais valia não responderem nada! É como um totoloto quando você nunca sabe se vai receber algo com qualidade mínima ou sem nenhuma! Ou se irá receber, de todo! Se você paga o frete mais económico, agora já não pode rastrear até ao final do percurso tal como noutras apps acontece. Fazem de tudo para obter mais lucro mas NADA para melhorar a experiência do usuário. É triste, realmente!",2
